ID,SMILES,Filtered Abnormal Hepatic Fun _IC50,Filtered Cholecystiti_IC50,Filtered Cholelitiasi_IC50,Filtered Cholestasi_IC50,Filtered cholestatic Jaundice_IC50,Filtered Hepatic Failure_IC50,Filtered Hepatic necrosi_IC50,Filtered Hepatic Steatosi_IC50,Filtered Hepatiti_IC50,Filtered HepatoBiliary disorder_IC50,Filtered HepatoCellular injury_IC50,Filtered Hepatomegaly_IC50,Filtered Hepatotoxicity_IC50,Filtered Hyperbilirubinemia_IC50,Filtered Jaundice_IC50,Filtered Liver Injury_IC50
99,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O,1.5245194468217311,1.9929141755927515,1.6690471064310983,1.6867423724929584,,1.6625382686524537,,2.749344443067927,3.0584145089203467,2.0221230616941703,,,,1.9143537366369112,2.266062274684012,2.26962811816205
100,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,1.4276094338136749,,,,,1.682668442390138,1.520283042863305,,1.1822120104991842,,1.4700354303124137,,1.5871270244784634,,1.7079795823705968,
101,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,0.4276094338136747,0.5792117802314991,,,,,,0.4429248103921931,,,0.4700354303124136,,0.5871270244784633,,0.58135677566539,
102,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,2.26962811816205,,,,,,,,,,,,,,,
103,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,1.7467493728817125,,,,,1.4052655166097088,,,1.6153481421417906,,,,1.468575742716685,1.6067563733894594,1.4052655166097088,1.4558965592070243
104,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,0.6675681268340874,,,,1.6171930558713614,,,,,,,1.1364621326124122,,1.7277648529849563,1.8436593858897683,
105,Nc1ccc(O)c(C(=O)O)c1,-0.9522206314543066,-1.3204256218485575,,,-1.3828069441286386,-1.1176132286706288,-1.1878904975612383,,-1.0836218621942282,,,,0.0256793617529863,-0.9930186725756271,-0.8553106184462501,-1.1461634321209375
106,COC(=O)C(c1ccccc1)C1CCCCN1,2.26962811816205,,,,,,,0.7105310505692246,,,0.7642342669840729,,,,,0.4558965592070245
107,Cc1cccc(C)c1OCC(C)N,2.26962811816205,,,,,,,,2.138226887422128,,,,,,,
108,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)[O-])c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1,1.8908623551488832,0.5001586865048128,0.8731670890870235,1.548439674326677,0.3441917838076238,1.6782667886734464,,0.2668335513365119,0.4392568830861093,1.7486910518610228,0.4530674778367779,-0.1575343009625887,0.548558107033324,0.4209695693332186,1.804647743356504,0.4558965592070245
109,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0.1127111047652396,,,,,,,,,,,,,,,
110,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,0.2888023638209209,,,,,,0.2100495111107991,0.1418948147282119,0.3734159337450079,,0.3227494307267738,,,,,
111,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,0.3441917838076238,,,,,,,,,,,,0.423619370425024,0.5065771833344567,0.5036177476925223,
112,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,0.2192530471993238,,,,,,,,,,,,0.7246493660890052,,,0.5143232427515293
113,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,0.197087495449889,,,,,,,,-0.2286440575829544,,,,,0.054477076886366,,
114,CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21,-0.802912504550111,,,,,,,,,,,,,,,
115,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,-1.2008525132221486,,,,-0.9488950917058288,,,,-1.325554070591011,,-0.7983929978909716,,,-0.7394619564801159,-0.8658452135649223,
116,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,2.195512210674072,,-0.0082568457127202,,,0.2192530471993238,-0.0909804845531821,,-0.2286440575829544,,,0.9973676590231544,0.1644309325339119,0.1446893815537498,0.0092160498267778,
117,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,1.051485353981049,,,,,,,,,,,,,,,
118,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,-0.2495446416829323,,-0.1843481047684015,-0.5010918409544968,,-0.3828069441286386,,,0.0287948486489374,,,-0.1320245610155487,-0.5761543127105101,-0.0314018775019314,0.0092160498267778,-0.1061014447084384
119,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],2.367685710470761,,,,,2.219253047199324,,,,,,2.072306892725852,,,,
120,CN1Cc2c(N)cccc2C(c2ccccc2)C1,0.1915944514150797,,,,,,0.5143232427515293,,0.6308548399768998,,0.1428814711721252,,,,0.5202830428633051,
121,CNCCC=C1c2ccccc2CCc2ccccc21,0.2406973157931728,,,,,,,,,,,,,,0.3441917838076238,
122,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-0.001246039495768,,,1.912263251423567,,,-0.4105698529963765,,-0.2722351470150437,,,,,-0.3828069441286386,-0.0817769484646573,
123,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,1.4374921282763935,,1.567459267862746,1.8153532384155104,,,,1.3377437058847077,1.7669761720495345,,,1.6215667634153417,,2.520283042863305,1.2192530471993237,1.371019810011224
124,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,1.8731670890870236,,,,,,,,,,,,,,1.8213130385272864,
125,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,0.4929558473754173,0.4319852718263185,0.3908541842647888,,,0.4284439297393491,,0.559592455501064,0.3867649303379284,,0.3560067248562001,0.5423855173677167,0.4434729109244872,,0.4411017968156802,
126,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,-1.4128068060658947,,-0.9101758113991923,,,-1.041979258015758,-0.92575360971597,,-0.7831504133227062,,-0.9665594896479066,-0.9347357373519458,-0.9495461273778278,,-1.0360194579039823,
127,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,0.8528791333687287,1.3111517871674296,0.7465055000236415,,,,0.5964548729668143,,0.9374886371697096,,,,0.9077863690534408,0.7421317924796614,0.645221779471605,
128,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,-0.1751495902315148,,,,,-0.2053499073851777,-0.4315738506334292,,-0.2898477149521906,,-0.3748728326484047,,-0.2963336136024841,-0.3828069441286386,-0.3828069441286386,-0.2310401813167384
129,N=C1NC(=O)C(c2ccccc2)O1,2.02897039242441,,,,,1.9195888292231225,,,,,,,,,,
130,CC(C)(S)[C@H](N)C(=O)O,-0.2720596032395713,,,2.6977400796067657,-0.8309945653515676,2.6977400796067657,,,-0.7196732199985912,,,,,,,
131,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1.771065425976395,,,,,,,,,,1.8012417627682362,1.7744045455488178,1.907786369053441,,1.8121095024387612,
132,O=C1NC([O-])=NC1(c1ccccc1)c1ccccc1,-0.0070858244072487,,,,,,,,,,0.0801898087177444,,,,,
133,CC(/N=C(\NC#N)Nc1ccncc1)C(C)(C)C,0.2939441712567324,2.180895391619239,,,,,,,,,,,,,,
134,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,0.81682291653707,0.8287128735078763,0.9683542496399978,,0.81682291653707,1.044527565831422,,,0.9281442618900464,1.3282617819647895,0.9040985496620632,,,,,
135,Cc1ccc(=O)n(-c2ccccc2)c1,-0.9107183404914864,,,,,,,,-0.79939699513851,,,,,,,2.194928550955543
136,O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,2.1690054346484327,,,,2.470035430312413,2.095680088278804,,1.885754056196792,1.979296784337428,,,,,1.918223051535343,1.909019515446818,2.069989814347243
137,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,-0.1320245610155487,0.1808953916192386,0.2781817845675179,-0.2053499073851777,0.1690054346484324,0.3967100839427847,0.1704861406945331,0.1867840518607733,-0.3217332113265536,,-0.3457789235545367,-0.4297154371071069,0.1382268874221281,0.0431617881436425,-0.2800337592697734,0.0511049082941713
138,CCCN[C@H]1CCc2nc(N)sc2C1,2.2227611985753644,1.8012417627682362,1.8802417758954804,,,1.9987700752707471,,,2.0477793685456933,,,,,,2.020996236394208,1.8292561586778149
139,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,1.645004477607489,,,,,,,,,,,,,,,
140,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,-0.3304630830485698,,0.0521918029747783,,,,,,,,,-0.1291446136364787,,,,
141,CNCCCC1c2ccccc2C=Cc2ccccc21,1.0217194350627927,,,,,,,,,,,,,,0.9055651844590116,
142,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[n-]2)c1C,1.1723445542208557,1.5846240482070804,1.2630451682896715,,,,,1.4904234455586405,1.288802363820921,,1.3993855381138849,,,1.1548665635430433,1.2065951801229928,1.1690054346484324
143,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,0.695223299501193,0.7791598130537633,0.4848939179060279,,,,,,,,,,,,,
144,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,2.1723445542208557,,,,2.1723445542208557,2.115758579184873,,,2.288802363820921,,,,,,1.2065951801229928,
145,CN/C(=C/[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,1.882652587566355,,0.0869539092339902,,-0.0037467048348258,0.6030125841426194,0.2939441712567324,,0.1127111047652396,,0.2232942790582034,,0.1382268874221281,,0.0605026786989565,
146,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,0.544571069205098,1.1101530320951876,0.3599551812977279,0.235836068398888,,0.6644598062817728,0.2659154476564889,,,,0.2836940648688297,,0.4112281594858658,0.278297638194563,0.3102032600956045,-0.0453776490454485
147,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,0.5383411933234461,,,,,,,,,,,,,,,
148,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,1.4134024567151462,,,,,,,,,,,,,,,
149,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,1.6895675233036866,,-0.5820528717245853,,,,,,-0.6425102879857156,,,-0.7529899789131518,2.314318146477809,-0.2562428094269574,-0.2562428094269574,
150,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0.2635987910314054,,,,,2.567549793273717,,,,2.7234770167970948,,,,,2.5888552305873,
151,Nc1nc2ccc(OC(F)(F)F)cc2s1,0.5646287866953866,0.189393449894659,,0.6884349508502472,,,,,0.2192530471993238,,,,0.6153481421417907,,0.8898852262512805,0.7079549097623481
152,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,2.0875075319757244,1.2863034629027157,1.4721299629045692,,,1.6644598062817728,,0.9143061267786204,0.8213130385272862,,1.202818544089292,0.8481620112417015,,2.111733975867637,1.1909152219152617,
153,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,1.5646287866953867,1.189393449894659,1.134157975239844,1.6884349508502472,,2.391444133710228,0.9929141755927512,1.613276131114639,1.520283042863305,1.1867840518607733,1.3174699507675498,2.6524344300598703,0.8783858178306848,1.5888552305872994,1.5888552305872994,1.645004477607489
154,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,-0.1436417368179635,,,-1.06378236677172,,,,,,,,,,,,
155,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,-0.2685804734262635,,,,,-0.6319828892328825,,-0.798799240291321,,-0.7163059351311702,,,,-0.3142347564046442,,
156,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,1.6339933316035675,,,,,,,,,,,,,,1.986795239259337,
157,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,1.8381133142594923,,,,,2.271107097759061,1.771065425976395,,1.9693721079117683,,,,2.445719377217731,,,
158,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,1.1568720768839054,,,,,,,,,,,,,,,
159,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,0.8381133142594926,,,,-1.1286854414431258,-1.0299228979049202,-1.1320245610155488,,-1.1461634321209375,,-0.7534724918220228,,-0.8553106184462501,,-1.1852714164791085,
160,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,0.6620220552038114,0.6153621821669402,,,,0.6970758300313422,,,0.5808352958153246,0.7688915506894398,,,0.8716881094900122,,,
161,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@H]3CC[C@@H](O)[C@@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,2.059962063875849,,,1.9773363772759736,2.2410469041300107,1.0950158387033797,1.2395865089341398,1.1748718209863298,1.9787753044873624,,2.1496174951699207,,2.445719377217731,1.9827495981990888,1.2977772416355595,
162,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,1.736217966567806,1.6888912383401693,0.4819253872832199,,,,,,,,,,,,,1.7744045455488178
163,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@@]21C,-0.4679020160881186,,,,-0.3610130871979516,-0.3309528935689013,-0.4330545566795299,,-0.447193427784919,,-0.054502487486004,,,,-0.3748638239781098,-0.4297154371071069
164,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0.5320979839118813,,,,,,,,,,,,,,,
165,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,1.289059935225587,1.497824778402902,1.636827347268963,1.8089966426395616,,,,1.2142021467213673,1.6107985191927676,1.5633047551996075,,1.7936756615344318,1.600621337203474,,1.3820981273355957,1.6282765098705798
166,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,1.3792435576115036,,,0.7004155337778659,,0.8731670890870235,,,,,,,,1.381163834526263,1.2097007563457245,0.7744045455488179
167,Clc1ccc2nsnc2c1NC1=NCCN1,0.9021223028918413,,,1.1441130330105789,0.8788854701365377,,,,0.941814990346583,,1.2922849987386522,,1.190446872114425,,1.015834592655755,
168,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,0.3792435576115037,,,,,0.0643144486537676,,,0.5438749816745454,,0.7694062534583147,,0.6675681268340874,,0.4929558473754173,0.3941933038372117
169,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,-0.3534859985478221,-0.0122276318430603,-0.5789694789433698,,,-0.4061968543847579,,0.5579557011052313,-0.7172684022279109,,1.450647490833902,0.8012417627682362,,,,
170,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,1.947543997116159,1.955895709777269,2.1991817714402737,,,,,2.0723905332987007,1.7598528524917516,,,,,,,
171,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,2.0101217915034484,,,,,,,,,,,,2.14468938155375,,-1.7016023453128644,
172,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,1.48192538728322,,1.5002117671042552,,,1.5938031456152422,1.4700354303124137,,,,1.8485874995059397,,2.0477793685456933,,1.7935501296595482,1.4733745498848363
173,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,-0.472317122156105,,,,,,,,-0.4466173336523509,,,,,,,
174,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,-0.5003458457563486,,-0.397647184832488,-0.5753327062943515,,,,,,,,,-0.2355218601578561,-0.2938362821893212,,-0.5088966831547318
175,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,0.6531558909518387,,,,,,,,,,,,,,,
176,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,1.5282171543435388,,,,,,,,,,,,,,,
177,C=CC(N)CCC(=O)O,0.5971217801123115,-0.2039738526737076,-1.2208401869462366,-1.372931286073191,,-1.306635114025129,0.2939441712567324,,-1.2705260745966698,,,-1.2208401869462366,-1.0314018775019314,,-1.2856311163880767,-1.3047767004988071
178,N#C[C@H]1CCCN1C(=O)CN[C@@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2,0.5002117671042551,,0.858341059101388,,,,,,0.5076251757869739,0.907721920761468,,,,,,
179,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,1.898151775776293,2.494996151662311,1.4242771222724004,1.611569313227006,-0.0419332838158375,-0.0056051183611481,0.144445508695679,,0.0305039210673114,,1.6462729933858684,1.7973255467859224,-0.0459505532364054,0.0950158387033797,0.0153988792759046,1.394193303837212
180,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,1.5002117671042552,,,,,1.170486140694533,0.7260687499005156,,1.2065951801229928,,,0.5847240605328109,,1.4269104010964475,0.5894301470036234,1.1723445542208557
181,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,1.1022717584322177,2.1762373890378983,,,,,,,1.139683924746581,,1.0073807336925662,1.0924834368866023,,1.330000388088391,1.0945801253235294,
182,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,-0.2779394832793885,,,,,-0.3066351140251293,,,-0.2405273169650247,,-0.3644073581141704,,,-0.0502108536232149,,-0.304776700498807
183,CC(c1cc2ccccc2s1)N(O)C(N)=O,-0.5789694789433698,0.7960261473262923,,,,,,,1.912263251423567,,,-0.2877278048250034,,1.8679754389844512,1.8904601426676049,
184,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,0.0230905123845926,,-0.1866314295926671,,,,,,-0.0804111707768777,,,,,,-0.3236936183880075,
185,NS(=O)(=O)Cc1noc2ccccc12,1.5971217801123114,0.7290793576956791,-0.1074501835450423,,,-0.3750626097018432,,,,,-0.2852261120665456,,,,,
186,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,,1.257511440455961,,,1.2207775140640411,,,,0.6679355454062603,1.2207775140640411,,,0.7046694717981803,0.5927927741048994,0.6679355454062603,
187,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,,0.9689655410702416,0.8148280432311283,0.8148280432311283,0.8148280432311283,1.0056994674621615,,0.8148280432311283,0.9689655410702416,,0.8148280432311283,0.8148280432311283,1.1948527654328618,1.1948527654328618,,
188,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,,2.513798047567147,,,,,,,2.212768051903166,,,,2.5927927741048995,,,
189,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,,2.809774452142116,2.577983262496172,,,,,,2.700251019106895,,,,,,,
190,NC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1,,0.0694816135929937,0.0694816135929937,,,,,,-0.0117871897750799,,,,,,,
191,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2C2=NOC([O-])N2)cc1,,1.4549416130885264,1.0495998013007597,,,,,,,,,,,,,
192,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,,0.146509814308816,-0.5524601900272027,,,,,,,,,,,,,
193,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,,-0.7285514490828839,,,,,,,,-0.7285514490828839,,,,-0.6965987275106917,,
194,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,,2.17453853790906,2.17453853790906,,,,,,,2.04959980130076,,,,,,1.975923271168209
195,CO[C@@]12CC[C@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,,1.3506297969647407,1.3506297969647407,,,,,,,1.2361491452496294,,,,,,0.1008620077765094
196,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,,1.572478546581097,,,,1.373863279840247,1.852881621760564,,1.2647558608170195,,,,,,1.7615947578843991,
197,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12,,0.0495998013007596,1.1745385379090596,,,,,0.8286051230058158,0.7998320121125282,-0.0648808504143517,-0.0514574499098708,,1.0366767928474847,-0.5641078769843463,,0.8841399361760902
198,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,,0.4545018605314972,,,,,,,,,,,,,,
199,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,,0.8137894132407643,0.7339762490890862,,,,0.7724512910344479,,1.0626247535483806,,0.6016001196095504,,,1.0626247535483806,0.681721636044629,
200,Nc1nc(Cl)nc2c1ncn2[C@@H]1C[C@H](O)[C@@H](CO)O1,,1.423235788606774,1.2719809300094052,,,1.7521722702838904,,,1.5677747318682866,1.3178018443854198,,,,1.5677747318682866,,1.963321182223715
201,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,,0.634089153921667,0.7036663863975159,0.8634009368699307,0.7952982523159721,0.7485698056367784,,,1.1539116174245452,,,0.7307610851305565,0.7805225272089708,,,
202,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,,0.3910511052353725,,0.5627778814869615,,,,,0.505531756950484,,,,0.1977720207845658,0.505531756950484,,
203,Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,,0.7614993436181324,0.7889410199643488,,,,,,0.8735085422450785,,,,,,,
204,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,,-0.2379950273106702,-0.1318777339880263,,,,,,0.1745385379090596,,,-0.4835862720351263,,,,
205,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,,1.6699209386814429,1.7431835294036735,,,,,,1.651659792628722,,,,,1.2963162985280503,1.635431467480771,
206,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,,0.6699209386814429,,,,0.7463554761396598,0.5202830428633051,,0.6516597926287221,,2.3057263777254784,,,,,
