ID,SMILES,Filtered cholestatic Jaundice_IC50,Filtered Hepatic Failure_IC50,Filtered Hepatic necrosi_IC50,Filtered Hepatiti_IC50,Filtered HepatoCellular injury_IC50,Filtered Hepatotoxicity_IC50,Filtered Hyperbilirubinemia_IC50,Filtered Jaundice_IC50,Filtered Liver Injury_IC50
95,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,,0.9984472788533784,,,,0.8156633296976008,1.403789090641145,,1.0931429623643163
96,COc1c(-c2ccc3cc([N-]S(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,,0.2537197839566844,,,,,,,
97,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,,1.4755685335730409,,1.651659792628722,0.9026301152735317,1.879013258160153,1.0495998013007597,1.5734495026996156,
98,Cc1c(O)c(=O)ccn1C,,0.776598529237022,,0.776598529237022,,,,2.161807066589355,
99,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,-0.1934382473855348,,,,,,,
100,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,,1.819195043808388,2.1927996839617805,2.17453853790906,,2.100862007776509,,2.161807066589355,
101,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N21,,0.2963162985280504,0.5202830428633051,0.9526897882927032,0.6067563733894594,0.8097744521421163,0.2963162985280504,0.7806470490763178,1.0256793617529865
102,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,,0.7463554761396598,0.5202830428633051,0.6516597926287221,2.3057263777254784,,,,
103,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,,-0.1567345108522837,,-0.2514301943632215,-0.5660502470715654,,,-0.2692389148694435,
104,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,,-0.0317957742439838,,-0.1264914577549215,,0.1875634901566805,-0.1167351933741424,-0.1443001782611436,
105,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,,1.3484154674676223,,1.2537197839566845,,1.5677747318682866,1.2997861338743064,1.3437039317832111,1.6699209386814429
106,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,,0.2692342214199973,,,,,,,
107,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,,0.792112966700335,,0.792112966700335,,1.0114722311009994,,,
108,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,,0.542235493483735,,,,,,,
109,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,0.5702642170839786,,,,0.789623481484643,0.5216348834906627,,
110,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,,-0.332825769907965,,-0.332825769907965,,,,,-0.875521135110112
111,COc1ccc2[n-]c([S@@](=O)Cc3ncc(C)c(OC)c3C)nc2c1,,1.1442954848116975,,1.1442954848116975,,,1.0956661512183816,1.0319545238714756,
112,COc1ccc2[n-]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,,1.1442954848116975,0.8904601426676046,1.1442954848116975,0.7677283613573452,0.7248756829534712,1.0956661512183816,0.9182230515353428,
113,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,,0.5734495026996156,,0.4453254804756786,,0.4028088502826084,,0.3688909430174616,0.0787213743292128
114,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,,2.175509494027578,,1.8432654891477165,,,,,
115,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,,1.5506025414180915,,1.7463554761396598,,2.5798803496968263,,,
116,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,,1.152662532746054,,,,,,,
117,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,-0.0056999593491957,,0.4004358073647118,-0.0556407244927706,0.977820358368864,0.1414236417790566,0.3005701239455692,0.3005701239455692
118,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,,1.081677044740299,1.1223430341912677,1.0174557357581302,0.9987282627476356,1.264351177887696,,0.9818113613211564,
119,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,,0.0024957986926741,0.0431617881436425,-0.0617255102894946,,,,-0.0973698847264684,
120,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,,-0.0543030025636524,,0.3437039317832113,,,,,
121,Nc1nc([O-])c2ncn(COC(CO)CO)c2n1,,-0.7354773142644134,,1.7416439404552488,,,,,
122,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,,0.3437039317832113,,0.3267093574169676,,-0.1016237101439871,,,
123,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,,1.8385539534633053,,1.8215593790970617,,,,1.4766613830012505,
124,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,,0.9354639664713618,,,,,,0.6133237409729301,
125,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,,-0.0065440865509514,,,,-0.45187172847815,0.0046253349522723,,
126,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,,0.5655526813995677,,,0.5624308648846934,0.1202250394723691,0.5396505940017761,,
127,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,,2.0844845242779613,2.043161788143643,2.0844845242779613,,,,1.7929423805193376,
128,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,,0.2605757833336427,,0.0678609473534804,0.271107097759061,-0.0047136971359307,0.1136818617294949,-0.3319963560889623,-0.2223086213347683
129,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,-0.5175754670500009,-0.5588982031843198,-0.4092603073661819,-0.5866611120520577,-0.7828649475195744,,-0.8000734966636284,-0.4724248726581654
130,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,,0.5616057789976239,,0.4938296796257616,0.492520133995567,0.2963162985280504,0.4406139447912678,0.2791077493839964,
131,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,,0.5616057789976239,,0.6699209386814429,,0.1202250394723691,0.7246493660890052,0.5970608283889,
132,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,,-0.1373642253383949,0.2192530471993238,-0.3983998803904496,,-0.4818349518555932,-0.1085703395298257,,
133,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,,1.3688909430174616,1.2192530471993237,1.0787213743292128,,0.9952863028640692,,1.3555070725503473,1.445719377217731
134,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,,1.2719809300094052,,0.9818113613211564,1.0945801253235294,1.055754353200837,1.319332892519655,1.2319301468590007,1.3488093642096746
135,CC[C@@H](C(N)=O)N1CCCC1=O,,-0.8026753253106732,,-0.7963398890624872,-1.0070858244072487,,,,
136,C[N+](C)(C)C[C@H](O)CC(=O)[O-],,-0.9071281936728148,,,,,,,
137,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,,-0.3094330077473027,-0.1786869614727138,-0.0922136309465593,,-0.4213669015188251,-0.4835862720351263,0.0442135250676549,
138,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O,,1.6625382686524537,,3.0584145089203467,,,1.9143537366369112,2.266062274684012,2.26962811816205
139,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,,1.682668442390138,1.520283042863305,1.1822120104991842,1.4700354303124137,1.5871270244784634,,1.7079795823705968,
140,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,,1.4052655166097088,,1.6153481421417906,,1.468575742716685,1.6067563733894594,1.4052655166097088,1.4558965592070243
141,C[C@]12C[C@@H]3C[C@](C)(C1)C[C@@](N)(C3)C2,,1.1341987443231707,,1.314318146477809,,,1.0046963820614971,0.8032055252817464,
142,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,,1.979296784337428,,,,,,1.98777236815694,
143,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,,2.58135677566539,,2.373415933745008,,2.724649366089005,,2.61127604115474,2.49811749111387
144,O[C@H](CNC[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,,1.0431617881436426,,,,,1.260538043519884,1.310246045490759,
145,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,,0.2192530471993238,-0.0909804845531821,-0.2286440575829544,,0.1644309325339119,0.1446893815537498,0.0092160498267778,
146,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,,-0.3828069441286386,,0.0287948486489374,,-0.5761543127105101,-0.0314018775019314,0.0092160498267778,-0.1061014447084384
147,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],,2.219253047199324,,,,,,,
148,CN/C(=C/[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,,0.0431617881436425,,0.1537335852572374,-0.0037467048348258,,,-0.0804529832999891,
149,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCC(=O)O)[C@@H]2[C@@H]1O,,1.520283042863305,,,,,1.520283042863305,0.8213130385272862,
150,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,,0.8538365678790621,1.191490138331586,0.8638861850575908,,,0.9182230515353428,1.2192530471993237,
151,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,,1.575108428769032,,1.863886185057591,,,,,
152,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,,0.4284439297393491,,0.3867649303379284,0.3560067248562001,0.4434729109244872,,0.4411017968156802,
153,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,,-1.041979258015758,-0.92575360971597,-0.7831504133227062,-0.9665594896479066,-0.9495461273778278,,-1.0360194579039823,
154,C[C@]12C/C(=C\O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,,0.998770075270747,,,,,,,
155,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,,-0.2053499073851777,-0.4315738506334292,-0.2898477149521906,-0.3748728326484047,-0.2963336136024841,-0.3828069441286386,-0.3828069441286386,-0.2310401813167384
156,N=C1NC(=O)C(c2ccccc2)O1,,1.9195888292231225,,,,,,,
157,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,,1.044527565831422,0.994394881638852,,,0.962135628366447,,1.0220221615306424,1.0188372918998614
158,CCCN[C@H]1CCc2nc(N)sc2C1,,1.9987700752707471,,2.0477793685456933,,,,2.020996236394208,1.8292561586778149
159,CN[C@@H](C)[C@@H](O)c1ccccc1,,0.5566353323009549,,,,,,,
160,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,,0.8753940949253677,,,0.9222642833942224,,0.6777453088233809,,
161,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1,,0.0514853539810489,,-0.0122276318430603,,,0.2718207041600359,-0.0944348155409885,1.8394015729685624
162,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,,0.6644598062817728,0.2659154476564889,,0.2836940648688297,0.4112281594858658,0.278297638194563,0.3102032600956045,-0.0453776490454485
163,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,2.567549793273717,,,,,,2.5888552305873,
164,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,,1.6644598062817728,,0.8213130385272862,1.202818544089292,,2.111733975867637,1.1909152219152617,
165,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,,2.391444133710228,0.9929141755927512,1.520283042863305,1.3174699507675498,0.8783858178306848,1.5888552305872994,1.5888552305872994,1.645004477607489
166,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,,1.2945341207021714,0.7710654259763948,0.8213130385272862,,1.9685981224980689,,1.491945217579243,
167,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-],,1.0904141380462469,,0.9182230515353428,,,1.287825234923318,1.287825234923318,1.0195067720873792
168,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,,1.187324151054303,,,,,,1.3847352479313746,
169,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,,-0.6319828892328825,,,,,-0.3142347564046442,,
170,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)[N-]S(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,,0.396045834367361,,,,,0.7137939671955993,0.7137939671955993,
