ID,SMILES,Filtered cholestatic Jaundice_IC50,Filtered Hepatic Failure_IC50,Filtered Hepatic necrosi_IC50,Filtered Hepatiti_IC50,Filtered HepatoCellular injury_IC50,Filtered Hepatotoxicity_IC50,Filtered Hyperbilirubinemia_IC50,Filtered Jaundice_IC50,Filtered Liver Injury_IC50
63,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,,0.403639476134199,,,,0.403639476134199,,,0.403639476134199
64,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,,-0.2953305282018197,,,,-0.2953305282018197,1.14563474276268,-0.4072072258951005,-0.2953305282018197
65,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,,1.227548217078518,1.7002510191068947,1.513798047567147,,,1.115671519385237,1.809968903272764,
66,COc1ccc2cccc(CCNC(C)=O)c2c1,,1.3067294631261426,,1.1158580388951096,,0.8938227697688806,,1.4120288946007264,
67,[O-]c1ncnc2[nH]ncc12,,-0.7082372215590818,,,,,,,
68,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,,1.5667182883784647,,1.7356467971835037,,,,1.922099768723251,
69,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,,1.513798047567147,,1.513798047567147,,1.5927927741048995,,,1.1794512483977742
70,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,,2.2231297643872323,,0.0,2.809774452142116,1.814641523721256,0.0,1.6871828145609389,
71,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,,2.001281014770876,0.8097744521421163,2.001281014770876,0.508744456478135,0.2917627784409182,1.984642509864896,,
72,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,,1.6871828145609389,,1.0851228232329764,,1.2917627784409182,,1.1886079151809572,1.3825825185369331
73,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,,-0.3128171854390612,,,,,,-0.6610178899924027,
74,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,,0.9090315641772952,,0.9090315641772952,,,2.382582518536933,0.7079588801617549,1.1008620077765094
75,O1[As]2O[As]1O2,,1.909031564177295,,,,1.4167015150492182,1.507521255145233,,
76,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,,-0.2159071724310048,,,,,0.0815525228729519,,
77,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,,-0.1124220804830238,,-0.0082454112467178,0.4885934858206618,,,,
78,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,,0.7998320121125282,,,,1.0147230316309166,,,
79,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,,0.1800432538241342,,0.0709358348009069,,,2.206491259481252,0.8688047275322679,
80,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,,2.100862007776509,,1.021717812130725,,,,,
81,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,,1.373863279840247,1.852881621760564,1.2647558608170195,,,,1.7615947578843991,
82,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,,-0.5981079965595094,,-0.1902255478578837,,,,,
83,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,,-0.2001679878874717,,1.6636464164638782,,,1.8195867048620864,-0.1264914577549215,
84,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,,-0.3353152551236569,,,-0.7368979566399755,,-0.3353152551236569,-0.6493702030352592,
85,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21,,-0.5450583869114736,,,,,,,
86,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,,0.0602311952317714,,0.2077144608141539,,,,0.0495998013007596,
87,Nc1nc(Cl)nc2c1ncn2[C@@H]1C[C@H](O)[C@@H](CO)O1,,1.7521722702838904,,1.5677747318682866,,,1.5677747318682866,,1.963321182223715
88,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,,1.0495998013007597,,,,,,,
89,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,,0.776598529237022,,0.5333347484616499,,,,0.8712942127479598,
90,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,,-0.3025827168106028,-0.4036399680212333,-0.1857908915103123,,-0.2706299952384105,,-0.2078870332996649,-0.3025827168106028
91,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,,0.2537197839566844,,0.5798803496968263,,0.2856725055288767,0.226717591226927,,0.3484154674676222
92,O=P1(N(CCCl)CCCl)NCCCO1,,1.9526897882927032,0.7806470490763178,1.9526897882927032,,,,1.047385471803641,
93,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,,1.651659792628722,,,,1.507521255145233,2.3580316000804697,1.7463554761396598,
94,COC(=O)NC(C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)C(NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,,0.8735085422450785,,,,0.6907245930893009,1.278850354032845,,
