ID,SMILES,final_Abnormal Hepatic Fun _LOAEL,final_Cholecystiti_LOAEL,final_Cholelitiasi_LOAEL,final_Cholestasi_LOAEL,final_Hepatic Steatosi_LOAEL,final_HepatoBiliary disorder_LOAEL,final_Hepatomegaly_LOAEL
119,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,0.6675681268340874,,,,,,1.1364621326124122
120,Nc1ccc(O)c(C(=O)O)c1,-0.9522206314543066,-1.2146550361416963,,,,,
121,COC(=O)C(c1ccccc1)C1CCCCN1,2.151631308549184,,,,0.7393759988496011,,
122,Cc1cccc(C)c1OCC(C)N,2.151631308549184,,,,,,
123,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)NC4CC(O)C(O)NC(=O)C5C(O)C(C)CN5C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)C(O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)C5CC(O)CN5C(=O)C(C(C)O)NC4=O)cc3)no2)cc1,1.929782558932828,0.3913680088070647,1.1909152219152617,1.666586897212372,0.4626824424930075,1.1434956947013926,0.4374921282763934
124,CCCCN1CC(O)C(O)C(O)C1CO,0.1481098870574536,,,,,,
125,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,0.2645911754536036,,0.5286071444556621,,0.3377437058847076,,
126,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,0.4866382481490909,,,,,,
127,Nc1nc(CC(=O)Nc2ccc(CCNCC(O)c3ccccc3)cc2)cs1,0.2446741145935661,,,,,,
128,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl,0.2446741145935661,,,,,,
129,COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,-0.7553258854064339,,,,,,
130,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,-1.130973738413181,,,,,,
131,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,2.35251534964503,,-0.6283919158351383,,,,0.9973676590231544
132,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,1.051485353981049,,,,,,
133,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,-0.213475719325047,,-0.8044831748908196,-0.2743374237230974,,,-0.099448540168741
134,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],2.115758579184873,,,,,,2.072306892725852
135,CN1Cc2c(N)cccc2C(c2ccccc2)C1,0.3825291239486965,,,,,,
136,CNCCC=C1c2ccccc2CCc2ccccc21,0.6835591196126777,,,,,,
137,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,1.5586203830043777,,1.5721370934230423,1.929782558932828,1.235451428557185,,1.6447988748584648
138,CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21,2.16068037433234,,,,,,
139,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,0.6593408778927499,0.5445981803431302,0.4929558473754173,,0.4596336954754582,,0.56561762881084
140,CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1,0.396045834367361,0.7909331892087719,,,0.663753678131383,0.8269890990317587,
141,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.6690471064310987,,,,,0.8293206617324834,
142,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,-0.9841654073442452,,-0.8080741482885638,,,,-0.9115036259088224
143,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,0.8528791333687287,1.395767454164492,0.7187418822235421,,,,
144,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,-0.1751495902315148,,,,,,
145,N=C1NC(=O)C(c2ccccc2)O1,1.8036414468232027,,,,,,
146,CC(C)(S)C(N)C(=O)O,-0.4973885488407786,,,2.514323242751529,,,
147,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1.8036414468232027,,,,,,1.8246256034628807
148,CC(N=C(NC#N)Nc1ccncc1)C(C)(C)C,0.3265201921035401,2.157394807995148,,,,,
149,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,0.8493989373838777,0.8052122898837849,0.9142467540874024,,,1.3282617819647895,
150,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,2.319671211583421,,,,,,
151,Cc1ccc(=O)n(-c2ccccc2)c1,-0.8888180669971846,,,,,,
152,O=C(O)CC(O)CC(O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,2.3439744819435075,,,,2.034884025672014,,
153,CCC(C(C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,0.0216925821340575,0.1573948079951474,0.2664292721987648,-0.013204760740663,0.3359140213359953,,-0.3794943791930439
154,CCCNC1CCc2nc(N)sc2C1,1.9248094220547365,2.2825042914041145,1.8684892635267272,,,,
155,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,1.623779426390755,,,,,,
156,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,-0.4306469016404253,,-0.009271909819653,,,,0.1156199080725952
157,CNCCCC1c2ccccc2C=Cc2ccccc21,0.9215356164709372,,,,,,
158,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,-0.3514656555928004,-0.0410307309439327,0.1676776201388023,,-0.0551263920636455,,0.0907963243475631
159,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,2.3911051430609365,,,2.2512706785989622,,,
160,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,1.5671964021166178,1.48192538728322,1.3437688791944835,,1.8252936669681568,,
161,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,1.0900751473969554,0.7037741368995762,0.56561762881084,,,,
162,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21,2.4010203667594774,,,,,,
